Country,ISO 3166-1 alpha-3,Year,Total,Temperature,GDP Per Capita (USD),Coal,Oil,Gas,Cement,Flaring,Per Capita
Latvia,LVA,1945.0,2.482315,24,41501,1.085877,1.357509,0.035457,0.003473,6.472439418216805,4.704460138509114
Latvia,LVA,1946.0,2.788827,32,22370,1.200784,1.541299,0.040185,0.006558,6.472439418216805,4.704460138509114
Latvia,LVA,1948.0,3.57245,21,31138,1.47785,2.028861,0.052956,0.012782,6.472439418216805,4.704460138509114
Latvia,LVA,1949.0,4.06097,33,54431,1.6531,2.338262,0.0541,0.015508,6.472439418216805,4.704460138509114
Latvia,LVA,1950.0,4.525796,61,49429,1.833085,2.601012,0.071304,0.020396,6.472439418216805,2.35409
Latvia,LVA,1951.0,4.904393,31,51406,1.991212,2.811748,0.077336,0.024097,6.472439418216805,2.521547
Latvia,LVA,1952.0,5.252363,22,20767,2.055506,3.092634,0.076773,0.02745,6.472439418216805,2.670008
Latvia,LVA,1953.0,5.557118,50,40606,2.105281,3.34004,0.080685,0.031112,6.472439418216805,2.794677
Latvia,LVA,1954.0,6.069043,21,30036,2.269176,3.675398,0.087403,0.037067,6.472439418216805,3.019321
Latvia,LVA,1955.0,6.882226,40,44747,2.512947,4.222191,0.103145,0.043942,6.472439418216805,3.386081
Latvia,LVA,1956.0,7.547517,21,51198,2.615094,4.749067,0.134708,0.048649,6.472439418216805,3.673401
Latvia,LVA,1957.0,8.260257,46,50690,2.741406,5.256465,0.205762,0.056624,6.472439418216805,3.976332
Latvia,LVA,1958.0,8.818495,45,53245,2.74973,5.706431,0.296977,0.065357,6.472439418216805,4.19612
Latvia,LVA,1959.0,9.272928,38,28937,2.74457,6.083283,0.368868,0.076207,6.472439418216805,4.359453
Latvia,LVA,1960.0,9.656858,53,34155,2.669886,6.442619,0.454793,0.08956,6.472439418216805,4.482699
Latvia,LVA,1961.0,9.962068,67,30954,2.54217,6.748882,0.57082,0.100196,6.472439418216805,4.56408
Latvia,LVA,1962.0,10.4604,63,42415,2.426654,7.23956,0.681107,0.113079,6.472439418216805,4.732898
Latvia,LVA,1963.0,11.220152,65,35784,2.479273,7.799387,0.820971,0.120521,6.472439418216805,5.017017
Latvia,LVA,1964.0,11.934023,60,37857,2.532439,8.283996,0.989155,0.128433,6.472439418216805,5.273867
Latvia,LVA,1965.0,12.661305,29,38209,2.603352,8.777086,1.137498,0.14337,6.472439418216805,5.534259
Latvia,LVA,1966.0,13.373154,64,23170,2.667629,9.297449,1.249438,0.158638,6.472439418216805,5.786889
Latvia,LVA,1968.0,14.385152,71,27478,2.531277,10.270546,1.409313,0.174015,6.472439418216805,6.107103
Latvia,LVA,1969.0,14.983945,29,31839,2.521524,10.802718,1.480904,0.178798,6.472439418216805,6.304564
Latvia,LVA,1970.0,15.76336,31,52566,2.644326,11.579589,1.349548,0.189897,6.472439418216805,6.575152
Latvia,LVA,1992.0,14.193356,54,52173,2.163498,7.795151,3.976077,0.141949,1e-05,5.330071
Latvia,LVA,1993.0,11.921497,56,23118,1.994787,7.269929,2.593993,0.015807,1e-05,4.51762
Latvia,LVA,1994.0,10.370008,72,35011,1.520794,6.866094,1.874322,0.076603,9e-06,3.978589
Latvia,LVA,1995.0,9.133782,52,32824,1.111259,5.59757,2.297133,0.09432,9e-06,3.553792
Latvia,LVA,1996.0,9.211501,38,32995,1.039514,6.055922,1.976588,0.105813,9e-06,3.63475
Latvia,LVA,1998.0,8.305879,68,53617,0.703367,5.090608,2.370038,0.104677,8e-06,3.373169
Latvia,LVA,1999.0,7.717713,26,23339,0.538523,4.738804,2.264463,0.138675,8e-06,3.18079
Latvia,LVA,2000.0,7.081469,77,39404,0.569863,3.880005,2.504234,0.088369,7e-06,2.959824
Latvia,LVA,2001.0,7.496323,45,41888,0.525763,3.919489,2.905579,0.109857,7e-06,3.177419
Latvia,LVA,2002.0,7.520245,71,48530,0.435511,3.935504,2.979214,0.117455,7e-06,3.232923
Latvia,LVA,2003.0,7.725858,62,55379,0.387864,4.058192,3.091749,0.128849,6e-06,3.367352
Latvia,LVA,2004.0,7.730934,55,23698,0.32156,4.162106,3.07175,0.13692,5e-06,3.415564
Latvia,LVA,2006.0,8.309829,33,27638,0.381311,4.472516,3.261517,0.169238,4e-06,3.770489
Latvia,LVA,2007.0,8.637101,66,23225,0.45359,4.832293,3.146682,0.171492,5e-06,3.969159
Latvia,LVA,2008.0,8.197894,30,55362,0.440299,4.47117,3.084859,0.167696,5e-06,3.812244
Latvia,LVA,2009.0,7.456006,24,49582,0.362411,4.071635,2.827001,0.178057,4e-06,3.506621
Latvia,LVA,2010.0,8.554094,79,43424,0.455342,4.250849,3.392969,0.430567,4e-06,4.070412
Latvia,LVA,2012.0,7.51941,33,54621,0.400164,3.729906,2.792478,0.575087,5e-06,3.661511
Latvia,LVA,2013.0,7.368437,53,23598,0.301134,3.771566,2.728688,0.5405,8e-06,3.627117
Latvia,LVA,2014.0,7.171961,79,21520,0.24243,3.890707,2.448369,0.558629,1.4e-05,3.566296
Latvia,LVA,2015.0,7.262099,74,54026,0.190231,4.066391,2.50596,0.470311,1.3e-05,3.645714
Latvia,LVA,2016.0,7.210325,59,31791,0.165653,4.058759,2.607191,0.34634,1.2e-05,3.653617
Latvia,LVA,2018.0,7.859363,73,47378,0.197038,4.362586,2.703732,0.550932,9e-06,4.060364
Latvia,LVA,2019.0,7.648673,36,47524,0.166208,4.318617,2.548376,0.561458,1e-05,3.990844
Latvia,LVA,2020.0,6.994113,71,36795,0.098523,4.170118,2.103025,0.550832,1.1e-05,3.686832
Latvia,LVA,2021.0,7.266214,70,43309,64.61560383291817,4.235802,2.27089,0.550832,6.472439418216805,3.87755
Lebanon,LBN,1931.0,0.003634,26,31729,64.61560383291817,28.861419144880646,29.461984960802187,0.003634,6.472439418216805,4.704460138509114
Lebanon,LBN,1932.0,0.010903,79,53706,64.61560383291817,28.861419144880646,29.461984960802187,0.010903,6.472439418216805,4.704460138509114
Lebanon,LBN,1933.0,0.014537,23,20313,64.61560383291817,28.861419144880646,29.461984960802187,0.014537,6.472439418216805,4.704460138509114
Lebanon,LBN,1935.0,0.05088,53,52509,64.61560383291817,28.861419144880646,29.461984960802187,0.05088,6.472439418216805,4.704460138509114
Lebanon,LBN,1936.0,0.058149,48,54448,64.61560383291817,28.861419144880646,29.461984960802187,0.058149,6.472439418216805,4.704460138509114
Lebanon,LBN,1937.0,0.061783,28,38061,64.61560383291817,28.861419144880646,29.461984960802187,0.061783,6.472439418216805,4.704460138509114
Lebanon,LBN,1938.0,0.061783,62,41163,64.61560383291817,28.861419144880646,29.461984960802187,0.061783,6.472439418216805,4.704460138509114
Lebanon,LBN,1939.0,0.058149,39,31527,64.61560383291817,28.861419144880646,29.461984960802187,0.058149,6.472439418216805,4.704460138509114
Lebanon,LBN,1940.0,0.021806,32,43532,64.61560383291817,28.861419144880646,29.461984960802187,0.021806,6.472439418216805,4.704460138509114
Lebanon,LBN,1941.0,0.021806,67,38524,64.61560383291817,28.861419144880646,29.461984960802187,0.021806,6.472439418216805,4.704460138509114
Lebanon,LBN,1942.0,0.348891,72,43252,64.61560383291817,28.861419144880646,29.461984960802187,0.348891,6.472439418216805,4.704460138509114
Lebanon,LBN,1943.0,0.036343,42,56699,64.61560383291817,28.861419144880646,29.461984960802187,0.036343,6.472439418216805,4.704460138509114
Lebanon,LBN,1944.0,0.065417,68,51716,64.61560383291817,28.861419144880646,29.461984960802187,0.065417,6.472439418216805,4.704460138509114
Lebanon,LBN,1945.0,0.072686,71,42632,64.61560383291817,28.861419144880646,29.461984960802187,0.072686,6.472439418216805,4.704460138509114
Lebanon,LBN,1946.0,0.072686,42,46646,64.61560383291817,28.861419144880646,29.461984960802187,0.072686,6.472439418216805,4.704460138509114
Lebanon,LBN,1948.0,0.10176,32,55702,64.61560383291817,28.861419144880646,29.461984960802187,0.10176,6.472439418216805,4.704460138509114
Lebanon,LBN,1949.0,0.116297,67,32311,64.61560383291817,28.861419144880646,29.461984960802187,0.116297,6.472439418216805,4.704460138509114
Lebanon,LBN,1950.0,1.512165,27,55088,0.003655,1.377991,29.461984960802187,0.130518,6.472439418216805,1.120464
Lebanon,LBN,1951.0,1.457057,43,44242,0.003655,1.30477,29.461984960802187,0.148632,6.472439418216805,1.04959
Lebanon,LBN,1952.0,1.174985,35,54706,0.010992,1.022256,29.461984960802187,0.141737,6.472439418216805,0.822764
Lebanon,LBN,1953.0,1.248206,73,50455,0.010992,1.088208,29.461984960802187,0.149006,6.472439418216805,0.849449
Lebanon,LBN,1954.0,1.306681,54,23533,0.007328,1.132176,29.461984960802187,0.167177,6.472439418216805,0.864057
Lebanon,LBN,1955.0,1.62131,33,45618,0.003664,1.39232,29.461984960802187,0.225326,6.472439418216805,1.041754
Lebanon,LBN,1956.0,1.884999,66,48103,0.007328,1.637808,29.461984960802187,0.239863,6.472439418216805,1.17676
Lebanon,LBN,1957.0,2.064238,35,21536,0.007328,1.780704,29.461984960802187,0.276206,6.472439418216805,1.251697
Lebanon,LBN,1958.0,1.980174,29,56690,0.007328,1.72208,29.461984960802187,0.250766,6.472439418216805,1.166772
Lebanon,LBN,1959.0,2.448215,43,41706,0.007328,2.073824,29.461984960802187,0.367063,6.472439418216805,1.401748
Lebanon,LBN,1960.0,2.576004,53,44658,0.011008,2.14282,29.461984960802187,0.422177,6.472439418216805,1.432632
Lebanon,LBN,1962.0,2.850779,65,20676,0.007328,2.41824,29.461984960802187,0.425211,6.472439418216805,1.491025
Lebanon,LBN,1963.0,3.022839,42,47663,0.021984,2.557472,29.461984960802187,0.443383,6.472439418216805,1.53326
Lebanon,LBN,1964.0,3.261058,28,28436,0.029312,2.795632,29.461984960802187,0.436114,6.472439418216805,1.606084
Lebanon,LBN,1965.0,3.311998,28,32483,0.025648,2.806624,29.461984960802187,0.479726,6.472439418216805,1.586627
Lebanon,LBN,1966.0,3.622932,20,37255,0.010992,3.070432,29.461984960802187,0.541508,6.472439418216805,1.688504
Lebanon,LBN,1967.0,3.564635,65,22393,0.003664,3.05944,29.461984960802187,0.501531,6.472439418216805,1.617934
Lebanon,LBN,1968.0,3.693317,79,46078,0.011003,3.234854,29.461984960802187,0.44746,6.472439418216805,1.632556
Lebanon,LBN,1969.0,4.344116,70,33990,0.025648,3.70064,29.461984960802187,0.617828,6.472439418216805,1.869383
Lebanon,LBN,1970.0,3.940725,21,29739,0.010982,3.268917,29.461984960802187,0.660826,6.472439418216805,1.654522
Lebanon,LBN,1971.0,5.300639,60,38547,0.010992,4.576336,29.461984960802187,0.713311,6.472439418216805,2.170492
Lebanon,LBN,1972.0,5.653358,56,24453,0.018308,4.866341,29.461984960802187,0.768709,6.472439418216805,2.255961
Lebanon,LBN,1973.0,7.066733,29,37010,0.03664,6.30208,29.461984960802187,0.728013,6.472439418216805,2.749872
Lebanon,LBN,1974.0,7.087861,24,37372,0.025648,6.331392,29.461984960802187,0.730821,6.472439418216805,2.692056
Lebanon,LBN,1975.0,6.265099,72,37056,0.025648,5.576608,29.461984960802187,0.662843,6.472439418216805,2.327661
Lebanon,LBN,1976.0,5.924023,39,37828,0.014656,5.25784,29.461984960802187,0.651527,6.472439418216805,1.929386
Lebanon,LBN,1977.0,5.385509,65,41054,0.014656,4.876784,29.461984960802187,0.494069,6.472439418216805,1.557578
Lebanon,LBN,1978.0,5.49588,74,34132,0.014656,5.005024,29.461984960802187,0.4762,6.472439418216805,1.726416
Lebanon,LBN,1979.0,5.785207,34,37682,0.014656,5.078304,29.461984960802187,0.692247,6.472439418216805,1.993411
Lebanon,LBN,1980.0,5.889758,76,39602,0.014656,5.419056,29.461984960802187,0.456046,6.472439418216805,1.987298
Lebanon,LBN,1981.0,5.844246,70,52338,0.014656,5.140592,29.461984960802187,0.688998,6.472439418216805,1.930564
Lebanon,LBN,1982.0,5.719422,40,33430,0.007328,5.254176,29.461984960802187,0.457918,6.472439418216805,1.862923
Lebanon,LBN,1983.0,6.9422,40,29360,64.61560383291817,6.565888,29.461984960802187,0.376312,6.472439418216805,2.234381
Lebanon,LBN,1984.0,6.713183,46,21774,64.61560383291817,6.422992,29.461984960802187,0.290191,6.472439418216805,2.122036
Lebanon,LBN,1985.0,7.764934,71,48604,64.61560383291817,7.551504,29.461984960802187,0.21343,6.472439418216805,2.406426
Lebanon,LBN,1986.0,7.478448,50,21925,64.61560383291817,7.302352,29.461984960802187,0.176096,6.472439418216805,2.260709
Lebanon,LBN,1987.0,7.670364,26,55524,64.61560383291817,7.5112,29.461984960802187,0.159164,6.472439418216805,2.262064
Lebanon,LBN,1988.0,7.345655,72,44775,64.61560383291817,7.203424,29.461984960802187,0.142231,6.472439418216805,2.124773
Lebanon,LBN,1991.0,8.115152,52,24006,64.61560383291817,8.02416,29.461984960802187,0.090992,6.472439418216805,2.213183
Lebanon,LBN,1993.0,10.354905,55,44177,0.278464,9.885472,29.461984960802187,0.190969,6.472439418216805,2.711563
Lebanon,LBN,1995.0,12.254741,46,41744,0.47632,11.30344,29.461984960802187,0.474981,6.472439418216805,3.094913
Lebanon,LBN,1996.0,12.75278,43,26332,0.564256,11.406032,29.461984960802187,0.782492,6.472439418216805,3.161133
Lebanon,LBN,1997.0,15.098693,79,43430,0.575248,13.677712,29.461984960802187,0.845733,6.472439418216805,3.675838
Lebanon,LBN,1998.0,16.286495,74,35331,0.501968,14.450816,29.461984960802187,1.333711,6.472439418216805,3.897424
Lebanon,LBN,1999.0,16.429672,62,57268,0.505632,14.590048,29.461984960802187,1.333992,6.472439418216805,3.865787
Lebanon,LBN,2000.0,15.466264,62,30159,0.501968,13.333296,29.461984960802187,1.631,6.472439418216805,3.579622
Lebanon,LBN,2001.0,16.406606,27,45565,0.501968,14.21632,29.461984960802187,1.688318,6.472439418216805,3.737949
Lebanon,LBN,2002.0,16.243744,63,36517,0.501968,14.066096,29.461984960802187,1.67568,6.472439418216805,3.653016
Lebanon,LBN,2003.0,18.529028,62,52134,0.501865,15.72266,29.461984960802187,2.304503,6.472439418216805,4.113168
Lebanon,LBN,2004.0,17.208415,30,29595,0.501968,14.091744,29.461984960802187,2.614703,6.472439418216805,3.761569
Lebanon,LBN,2005.0,16.650191,21,28703,0.501968,13.399248,29.461984960802187,2.748975,6.472439418216805,3.586051
Lebanon,LBN,2006.0,14.792376,55,29332,0.501838,12.278538,29.461984960802187,2.012,6.472439418216805,3.134068
Lebanon,LBN,2007.0,13.746087,54,55950,0.501968,10.981008,29.461984960802187,2.263111,6.472439418216805,2.858047
Lebanon,LBN,2008.0,17.417775,60,29382,0.501968,14.593712,29.461984960802187,2.322095,6.472439418216805,3.563657
Lebanon,LBN,2011.0,20.264128,36,30314,0.626544,17.059584,29.461984960802187,2.578,6.472439418216805,4.016631
Lebanon,LBN,2012.0,22.332032,51,22000,0.626544,19.316608,29.461984960802187,2.38888,6.472439418216805,4.312588
Lebanon,LBN,2013.0,22.163384,65,56376,0.501968,19.122416,29.461984960802187,2.539,6.472439418216805,3.902794
Lebanon,LBN,2014.0,23.992028,31,49617,0.626544,20.752896,29.461984960802187,2.612588,6.472439418216805,3.823832
Lebanon,LBN,2015.0,25.734552,20,39620,0.626544,22.713136,29.461984960802187,2.394872,6.472439418216805,4.02169
Lebanon,LBN,2016.0,26.45721,63,26058,0.626544,23.52288,29.461984960802187,2.307786,6.472439418216805,4.227324
Lebanon,LBN,2017.0,27.846291,75,30234,0.626544,24.955504,29.461984960802187,2.264243,6.472439418216805,4.558052
Lebanon,LBN,2018.0,26.202854,78,21762,0.626544,23.48624,29.461984960802187,2.09007,6.472439418216805,4.40322
Lebanon,LBN,2019.0,26.400285,75,46001,0.626544,23.640128,29.461984960802187,2.133613,6.472439418216805,4.566017
Lebanon,LBN,2020.0,24.475147,60,25055,0.493054,21.84848,29.461984960802187,2.133613,6.472439418216805,4.321999
Lebanon,LBN,2021.0,24.958901,33,33854,0.43351,22.391777,29.461984960802187,2.133613,6.472439418216805,4.462819
Lesotho,LSO,1990.0,1.472928,40,22438,1.142346,0.330582,29.461984960802187,3.2337239377996987,6.472439418216805,0.81875
Lesotho,LSO,1993.0,1.634144,59,36765,1.286064,0.34808,29.461984960802187,3.2337239377996987,6.472439418216805,0.8667
Lesotho,LSO,1994.0,1.674448,58,42894,1.326368,0.34808,29.461984960802187,3.2337239377996987,6.472439418216805,0.87638
Lesotho,LSO,1995.0,1.707424,27,35914,1.352016,0.355408,29.461984960802187,3.2337239377996987,6.472439418216805,0.88281
Lesotho,LSO,1996.0,1.736736,59,24722,1.37842,0.358316,29.461984960802187,3.2337239377996987,6.472439418216805,0.888311
Lesotho,LSO,1997.0,1.769712,61,29084,1.404069,0.365643,29.461984960802187,3.2337239377996987,6.472439418216805,0.897156
Lesotho,LSO,1998.0,1.802688,20,56917,1.432624,0.370064,29.461984960802187,3.2337239377996987,6.472439418216805,0.907863
Lesotho,LSO,1999.0,1.824672,61,40000,1.450944,0.373728,29.461984960802187,3.2337239377996987,6.472439418216805,0.91497
Lesotho,LSO,2000.0,1.85032,33,38297,1.469264,0.381056,29.461984960802187,3.2337239377996987,6.472439418216805,0.925794
Lesotho,LSO,2001.0,1.875968,69,55589,1.491248,0.38472,29.461984960802187,3.2337239377996987,6.472439418216805,0.938231
Lesotho,LSO,2003.0,1.930928,61,26241,1.542544,0.388384,29.461984960802187,3.2337239377996987,6.472439418216805,0.96884
Lesotho,LSO,2004.0,1.982224,68,45374,1.571856,0.410368,29.461984960802187,3.2337239377996987,6.472439418216805,0.998408
Lesotho,LSO,2005.0,2.011536,64,20648,1.597504,0.414032,29.461984960802187,3.2337239377996987,6.472439418216805,1.017251
Lesotho,LSO,2006.0,2.037184,73,21298,1.626816,0.410368,29.461984960802187,3.2337239377996987,6.472439418216805,1.030557
Lesotho,LSO,2007.0,2.073824,20,20321,1.652464,0.42136,29.461984960802187,3.2337239377996987,6.472439418216805,1.045556
Lesotho,LSO,2008.0,2.12512,63,33592,1.681776,0.443344,29.461984960802187,3.2337239377996987,6.472439418216805,1.065216
Lesotho,LSO,2009.0,2.21672,46,42468,1.711088,0.505632,29.461984960802187,3.2337239377996987,6.472439418216805,1.103302
Lesotho,LSO,2010.0,2.275344,21,30397,1.751392,0.523952,29.461984960802187,3.2337239377996987,6.472439418216805,1.124878
Lesotho,LSO,2013.0,2.333968,46,27164,1.7404,0.593568,29.461984960802187,3.2337239377996987,6.472439418216805,1.125379
Lesotho,LSO,2014.0,2.4732,45,57725,1.897952,0.575248,29.461984960802187,3.2337239377996987,6.472439418216805,1.180389
Lesotho,LSO,2015.0,2.242368,32,30944,1.63048,0.611888,29.461984960802187,3.2337239377996987,6.472439418216805,1.058459
Lesotho,LSO,2016.0,2.213056,77,34008,1.564528,0.648528,29.461984960802187,3.2337239377996987,6.472439418216805,1.032271
Lesotho,LSO,2017.0,2.513504,66,36977,1.857648,0.655856,29.461984960802187,3.2337239377996987,6.472439418216805,1.157968
Lesotho,LSO,2018.0,2.370608,51,41884,1.681776,0.688832,29.461984960802187,3.2337239377996987,6.472439418216805,1.078521
Lesotho,LSO,2019.0,2.388928,32,32241,1.670784,0.718144,29.461984960802187,3.2337239377996987,6.472439418216805,1.073337
Lesotho,LSO,2021.0,2.282165,77,42450,1.5822,0.699965,29.461984960802187,3.2337239377996987,6.472439418216805,1.000312
Liberia,LBR,1950.0,0.047632,38,55960,64.61560383291817,0.047632,29.461984960802187,3.2337239377996987,6.472439418216805,0.052006
Liberia,LBR,1951.0,0.043968,71,53954,64.61560383291817,0.043968,29.461984960802187,3.2337239377996987,6.472439418216805,0.047109
Liberia,LBR,1952.0,0.05496,63,55854,64.61560383291817,0.05496,29.461984960802187,3.2337239377996987,6.472439418216805,0.057738
Liberia,LBR,1953.0,0.058624,45,40095,64.61560383291817,0.058624,29.461984960802187,3.2337239377996987,6.472439418216805,0.060352
Liberia,LBR,1954.0,0.102592,33,55599,64.61560383291817,0.102592,29.461984960802187,3.2337239377996987,6.472439418216805,0.103425
Liberia,LBR,1955.0,0.058624,56,43762,64.61560383291817,0.058624,29.461984960802187,3.2337239377996987,6.472439418216805,0.057827
Liberia,LBR,1956.0,0.047632,51,56339,64.61560383291817,0.047632,29.461984960802187,3.2337239377996987,6.472439418216805,0.045946
Liberia,LBR,1957.0,0.084272,32,54222,64.61560383291817,0.084272,29.461984960802187,3.2337239377996987,6.472439418216805,0.079457
Liberia,LBR,1958.0,0.161216,58,42512,64.61560383291817,0.161216,29.461984960802187,3.2337239377996987,6.472439418216805,0.148593
Liberia,LBR,1959.0,0.142896,62,42672,64.61560383291817,0.142896,29.461984960802187,3.2337239377996987,6.472439418216805,0.12871
Liberia,LBR,1960.0,0.16488,26,21787,64.61560383291817,0.16488,29.461984960802187,3.2337239377996987,6.472439418216805,0.14501
Liberia,LBR,1961.0,0.161216,73,33425,64.61560383291817,0.161216,29.461984960802187,3.2337239377996987,6.472439418216805,0.138382
Liberia,LBR,1962.0,0.252816,76,44872,64.61560383291817,0.252816,29.461984960802187,3.2337239377996987,6.472439418216805,0.211724
Liberia,LBR,1963.0,0.355408,25,41416,64.61560383291817,0.355408,29.461984960802187,3.2337239377996987,6.472439418216805,0.290326
Liberia,LBR,1964.0,0.483648,44,56757,64.61560383291817,0.483648,29.461984960802187,3.2337239377996987,6.472439418216805,0.385316
Liberia,LBR,1965.0,0.556928,23,27939,64.61560383291817,0.556928,29.461984960802187,3.2337239377996987,6.472439418216805,0.432628
Liberia,LBR,1967.0,0.611888,54,34168,64.61560383291817,0.611888,29.461984960802187,3.2337239377996987,6.472439418216805,0.451816
Liberia,LBR,1982.0,0.597408,63,35162,64.61560383291817,0.560592,29.461984960802187,0.036816,6.472439418216805,0.29176
Liberia,LBR,1983.0,0.706518,26,44668,64.61560383291817,0.666848,29.461984960802187,0.03967,6.472439418216805,0.334977
Liberia,LBR,1984.0,0.695432,70,29482,64.61560383291817,0.65952,29.461984960802187,0.035912,6.472439418216805,0.319858
Liberia,LBR,1985.0,0.716084,32,56789,64.61560383291817,0.674176,29.461984960802187,0.041908,6.472439418216805,0.31972
Liberia,LBR,1986.0,0.722879,33,56219,64.61560383291817,0.681504,29.461984960802187,0.041375,6.472439418216805,0.313496
Liberia,LBR,1988.0,0.809184,20,50260,64.61560383291817,0.765776,29.461984960802187,0.043408,6.472439418216805,0.331682
Liberia,LBR,1989.0,0.659594,59,30853,64.61560383291817,0.62288,29.461984960802187,0.036714,6.472439418216805,0.263038
Liberia,LBR,1990.0,0.467124,58,28089,64.61560383291817,0.447008,29.461984960802187,0.020116,6.472439418216805,0.211394
Liberia,LBR,1991.0,0.370884,43,22160,64.61560383291817,0.370064,29.461984960802187,0.00082,6.472439418216805,0.191253
Liberia,LBR,1992.0,0.387994,67,55527,64.61560383291817,0.38472,29.461984960802187,0.003274,6.472439418216805,0.189023
Liberia,LBR,1993.0,0.424629,49,50694,64.61560383291817,0.42136,29.461984960802187,0.003269,6.472439418216805,0.199097
Liberia,LBR,1994.0,0.422584,69,32530,64.61560383291817,0.42136,29.461984960802187,0.001224,6.472439418216805,0.198845
Liberia,LBR,1995.0,0.423397,57,45490,64.61560383291817,0.42136,29.461984960802187,0.002037,6.472439418216805,0.197625
Liberia,LBR,1997.0,0.453515,56,48753,64.61560383291817,0.450672,29.461984960802187,0.002843,6.472439418216805,0.190289
Liberia,LBR,1999.0,0.390794,43,29208,64.61560383291817,0.38472,29.461984960802187,0.006074,6.472439418216805,0.140082
Liberia,LBR,2000.0,0.413425,59,48202,64.61560383291817,0.38472,29.461984960802187,0.028705,6.472439418216805,0.142796
Liberia,LBR,2001.0,0.443066,78,21007,64.61560383291817,0.417696,29.461984960802187,0.02537,6.472439418216805,0.148598
Liberia,LBR,2002.0,0.432027,65,53439,64.61560383291817,0.410368,29.461984960802187,0.021659,6.472439418216805,0.141158
Liberia,LBR,2003.0,0.464323,69,53353,64.61560383291817,0.454336,29.461984960802187,0.009987,6.472439418216805,0.150502
Liberia,LBR,2004.0,0.546472,68,54819,64.61560383291817,0.498304,29.461984960802187,0.048168,6.472439418216805,0.175014
Liberia,LBR,2005.0,0.650572,49,39544,64.61560383291817,0.593568,29.461984960802187,0.057004,6.472439418216805,0.199176
Liberia,LBR,2006.0,0.672734,42,38600,64.61560383291817,0.611888,29.461984960802187,0.060846,6.472439418216805,0.194691
Liberia,LBR,2007.0,0.625121,34,49471,64.61560383291817,0.564256,29.461984960802187,0.060865,6.472439418216805,0.17208
Liberia,LBR,2008.0,0.530796,70,52757,64.61560383291817,0.49464,29.461984960802187,0.036156,6.472439418216805,0.140278
Liberia,LBR,2009.0,0.470687,73,33311,64.61560383291817,0.443344,29.461984960802187,0.027343,6.472439418216805,0.120532
Liberia,LBR,2010.0,0.7569,56,35597,64.61560383291817,0.729136,29.461984960802187,0.027764,6.472439418216805,0.188286
Liberia,LBR,2011.0,0.848052,73,40596,64.61560383291817,0.817072,29.461984960802187,0.03098,6.472439418216805,0.202827
Liberia,LBR,2012.0,0.962647,47,36375,64.61560383291817,0.916,29.461984960802187,0.046647,6.472439418216805,0.222231
Liberia,LBR,2013.0,0.874265,52,54749,64.61560383291817,0.798752,29.461984960802187,0.075513,6.472439418216805,0.197471
Liberia,LBR,2014.0,1.187862,76,42446,64.61560383291817,1.073552,29.461984960802187,0.11431,6.472439418216805,0.262836
Liberia,LBR,2015.0,1.203323,30,23098,64.61560383291817,1.087851,29.461984960802187,0.115473,6.472439418216805,0.260893
Liberia,LBR,2017.0,1.227956,71,21355,64.61560383291817,1.11752,29.461984960802187,0.110436,6.472439418216805,0.256004
Libya,LBY,1950.0,0.142896,73,31295,0.014656,0.12824,29.461984960802187,3.2337239377996987,6.472439418216805,0.126381
Libya,LBY,1951.0,0.168544,79,48694,0.014656,0.153888,29.461984960802187,3.2337239377996987,6.472439418216805,0.147477
Libya,LBY,1952.0,0.16488,25,24719,0.014989,0.149891,29.461984960802187,3.2337239377996987,6.472439418216805,0.14242
Libya,LBY,1953.0,0.249152,26,22062,0.025648,0.223504,29.461984960802187,3.2337239377996987,6.472439418216805,0.211889
Libya,LBY,1962.0,1.047904,46,51383,0.014707,1.033197,29.461984960802187,3.2337239377996987,6.472439418216805,0.682604
Libya,LBY,1963.0,1.461936,23,57053,0.025584,1.436352,29.461984960802187,3.2337239377996987,6.472439418216805,0.916713
Libya,LBY,1964.0,0.663184,71,27647,0.003684,0.6595,29.461984960802187,3.2337239377996987,6.472439418216805,0.401418
Libya,LBY,1965.0,1.014928,37,29359,0.01832,0.996608,29.461984960802187,3.2337239377996987,6.472439418216805,0.596991
Libya,LBY,1966.0,2.627088,72,34914,64.61560383291817,2.627088,29.461984960802187,3.2337239377996987,6.472439418216805,1.509967
Libya,LBY,1972.0,15.220018,32,20971,0.003664,3.195008,29.461984960802187,0.029074,11.992272,7.56163
Libya,LBY,1973.0,14.575065,61,27150,64.61560383291817,4.196335,29.461984960802187,0.039987,10.338743,6.992934
Libya,LBY,1974.0,9.337575,31,47587,64.61560383291817,4.730224,29.461984960802187,0.239863,4.367488,4.28438
Libya,LBY,1975.0,11.568416,30,23934,64.61560383291817,5.466688,29.461984960802187,0.30528,5.796448,5.047652
Libya,LBY,1977.0,20.19825,67,47679,64.61560383291817,10.819792,29.461984960802187,1.207738,8.17072,7.94642
Libya,LBY,1978.0,21.155382,40,53126,64.61560383291817,9.944096,1.494912,1.527334,8.18904,7.905253
Libya,LBY,1979.0,25.926382,39,47278,64.61560383291817,13.067647,2.337303,1.509262,9.012171,9.203815
Libya,LBY,1980.0,26.780556,76,49147,0.003664,14.196065,2.318996,1.491411,8.770421,9.039179
Libya,LBY,1981.0,28.667963,43,34928,0.003664,19.375232,3.356224,1.473755,4.459088,9.212026
